"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"HINDUNILVR","EQ","09-Nov-2017","       1235.30","       1249.50","       1286.05","       1241.20","       1255.00","       1252.90","       1255.91","    1417669","          1780458721.65","      38903","     660631","         46.60"
"HINDUNILVR","EQ","10-Nov-2017","       1252.90","       1254.65","       1299.25","       1244.30","       1292.00","       1290.65","       1277.42","    1933002","          2469260778.45","      47760","    1118577","         57.87"
"HINDUNILVR","EQ","13-Nov-2017","       1290.65","       1295.00","       1315.00","       1269.25","       1275.00","       1279.50","       1298.04","    1413270","          1834486578.85","      88573","     662306","         46.86"
"HINDUNILVR","EQ","14-Nov-2017","       1279.50","       1286.10","       1289.00","       1279.25","       1283.25","       1283.90","       1283.59","    1131348","          1452187028.80","      61596","     895077","         79.12"
"HINDUNILVR","EQ","15-Nov-2017","       1283.90","       1283.90","       1285.00","       1258.55","       1269.35","       1265.00","       1267.97","    1195740","          1516165559.90","      32401","     929571","         77.74"
"HINDUNILVR","EQ","16-Nov-2017","       1265.00","       1270.00","       1287.00","       1246.15","       1279.05","       1276.50","       1271.35","     911479","          1158808450.10","      35057","     585096","         64.19"
"HINDUNILVR","EQ","17-Nov-2017","       1276.50","       1282.00","       1297.40","       1271.30","       1276.30","       1278.15","       1281.24","    1134503","          1453566536.65","      47149","     838242","         73.89"
"HINDUNILVR","EQ","20-Nov-2017","       1278.15","       1280.00","       1281.15","       1266.15","       1276.00","       1274.50","       1272.71","     707096","           899925479.30","      36483","     526689","         74.49"
"HINDUNILVR","EQ","21-Nov-2017","       1274.50","       1275.00","       1285.00","       1272.00","       1274.65","       1277.35","       1277.96","     828746","          1059104251.90","      31949","     557423","         67.26"
"HINDUNILVR","EQ","22-Nov-2017","       1277.35","       1275.00","       1277.00","       1263.65","       1270.35","       1270.45","       1269.90","     646368","           820821329.25","      27523","     444126","         68.71"
"HINDUNILVR","EQ","23-Nov-2017","       1270.45","       1275.00","       1276.00","       1262.00","       1270.90","       1267.50","       1267.79","     891839","          1130661198.25","      17184","     711513","         79.78"
"HINDUNILVR","EQ","24-Nov-2017","       1267.50","       1269.40","       1270.00","       1253.00","       1266.00","       1265.95","       1264.40","     971523","          1228393483.90","      46834","     692118","         71.24"
"HINDUNILVR","EQ","27-Nov-2017","       1265.95","       1261.00","       1266.90","       1250.55","       1261.50","       1260.30","       1256.15","     763155","           958637751.95","      34131","     539588","         70.70"
"HINDUNILVR","EQ","28-Nov-2017","       1260.30","       1263.00","       1272.95","       1262.40","       1267.40","       1267.85","       1266.79","     975006","          1235130804.50","      31178","     742822","         76.19"
"HINDUNILVR","EQ","29-Nov-2017","       1267.85","       1267.85","       1281.10","       1263.50","       1276.00","       1276.15","       1275.46","     819468","          1045199146.25","      44419","     515840","         62.95"
"HINDUNILVR","EQ","30-Nov-2017","       1276.15","       1273.00","       1276.15","       1258.00","       1271.20","       1272.45","       1270.70","    2308732","          2933712023.60","      69378","    1789552","         77.51"
"HINDUNILVR","EQ","01-Dec-2017","       1272.45","       1272.45","       1278.75","       1245.25","       1245.30","       1250.50","       1258.71","     470360","           592045735.90","      19355","     284428","         60.47"
"HINDUNILVR","EQ","04-Dec-2017","       1250.50","       1256.65","       1274.00","       1241.20","       1268.00","       1268.60","       1263.06","     833814","          1053160028.65","      46969","     580373","         69.60"
"HINDUNILVR","EQ","05-Dec-2017","       1268.60","       1274.00","       1274.00","       1255.00","       1262.45","       1261.00","       1261.92","     862459","          1088358455.35","      40860","     625974","         72.58"
"HINDUNILVR","EQ","06-Dec-2017","       1261.00","       1258.25","       1282.30","       1255.60","       1274.90","       1275.60","       1268.56","    1516859","          1924230824.45","      73596","    1012111","         66.72"
"HINDUNILVR","EQ","07-Dec-2017","       1275.60","       1277.20","       1298.85","       1272.05","       1296.00","       1291.95","       1284.89","    1407824","          1808894519.00","      58724","     977072","         69.40"
"HINDUNILVR","EQ","08-Dec-2017","       1291.95","       1296.40","       1331.00","       1291.30","       1318.00","       1326.65","       1316.11","    1267860","          1668638355.40","      48200","     829342","         65.41"
"HINDUNILVR","EQ","11-Dec-2017","       1326.65","       1329.00","       1329.00","       1311.65","       1324.05","       1324.05","       1320.99","     597953","           789888287.20","      33155","     371107","         62.06"
"HINDUNILVR","EQ","12-Dec-2017","       1324.05","       1319.10","       1324.00","       1308.65","       1315.00","       1314.65","       1316.91","     873443","          1150247848.65","      31604","     571802","         65.47"
"HINDUNILVR","EQ","13-Dec-2017","       1314.65","       1319.40","       1337.00","       1306.20","       1320.00","       1315.05","       1319.35","     917877","          1210999916.05","      21262","     398348","         43.40"
"HINDUNILVR","EQ","14-Dec-2017","       1315.05","       1314.00","       1326.85","       1304.25","       1321.10","       1321.60","       1315.39","     834383","          1097536915.30","      32644","     611587","         73.30"
"HINDUNILVR","EQ","15-Dec-2017","       1321.60","       1328.30","       1335.00","       1310.60","       1323.30","       1324.55","       1322.70","    1420357","          1878709412.55","      59459","    1033307","         72.75"
"HINDUNILVR","EQ","18-Dec-2017","       1324.55","       1320.00","       1345.00","       1300.95","       1333.00","       1331.75","       1330.49","     918171","          1221618801.65","      39163","     533237","         58.08"
"HINDUNILVR","EQ","19-Dec-2017","       1331.75","       1333.10","       1352.00","       1326.50","       1352.00","       1349.70","       1340.82","    1227087","          1645305961.15","      43850","     955358","         77.86"
"HINDUNILVR","EQ","20-Dec-2017","       1349.70","       1346.20","       1367.95","       1333.50","       1367.15","       1362.65","       1353.38","    1198943","          1622623601.45","      63330","     821781","         68.54"
"HINDUNILVR","EQ","21-Dec-2017","       1362.65","       1365.00","       1365.15","       1345.10","       1346.45","       1348.45","       1350.24","     557871","           753259232.00","      25809","     358001","         64.17"
"HINDUNILVR","EQ","22-Dec-2017","       1348.45","       1341.30","       1359.50","       1341.30","       1350.40","       1356.50","       1354.47","     561400","           760400728.50","      35762","     349208","         62.20"
"HINDUNILVR","EQ","26-Dec-2017","       1356.50","       1350.40","       1353.90","       1340.00","       1348.00","       1348.10","       1347.23","     913529","          1230733171.20","      20283","     621059","         67.98"
"HINDUNILVR","EQ","27-Dec-2017","       1348.10","       1350.80","       1364.00","       1342.65","       1349.10","       1352.45","       1356.70","     569851","           773117277.70","      17363","     299659","         52.59"
"HINDUNILVR","EQ","28-Dec-2017","       1352.45","       1358.00","       1382.80","       1348.80","       1351.45","       1354.50","       1361.14","    2608574","          3550646825.50","      30065","    1685072","         64.60"
"HINDUNILVR","EQ","29-Dec-2017","       1354.50","       1359.00","       1374.90","       1350.00","       1362.25","       1367.85","       1366.33","     799006","          1091708127.00","      23341","     511548","         64.02"
"HINDUNILVR","EQ","01-Jan-2018","       1367.85","       1367.00","       1367.00","       1340.05","       1345.00","       1344.50","       1348.38","     746852","          1007039281.00","      16383","     475067","         63.61"
"HINDUNILVR","EQ","02-Jan-2018","       1344.50","       1345.00","       1349.80","       1328.55","       1340.00","       1338.60","       1336.39","     695988","           930110392.70","      29566","     470505","         67.60"
"HINDUNILVR","EQ","03-Jan-2018","       1338.60","       1344.70","       1356.80","       1335.00","       1347.00","       1350.35","       1350.11","     832810","          1124388212.20","      26785","     541454","         65.02"
"HINDUNILVR","EQ","04-Jan-2018","       1350.35","       1350.10","       1356.15","       1341.45","       1349.00","       1352.25","       1350.13","     640189","           864335495.05","      25541","     470266","         73.46"
"HINDUNILVR","EQ","05-Jan-2018","       1352.25","       1351.00","       1362.95","       1348.25","       1352.65","       1356.55","       1355.70","     568451","           770651233.05","      17938","     368125","         64.76"
"HINDUNILVR","EQ","08-Jan-2018","       1356.55","       1348.60","       1371.00","       1348.60","       1370.00","       1368.40","       1363.11","     801796","          1092939507.05","      28669","     536934","         66.97"
"HINDUNILVR","EQ","09-Jan-2018","       1368.40","       1374.00","       1375.90","       1356.00","       1361.35","       1361.30","       1364.12","     708386","           966326814.65","      24175","     489605","         69.12"
"HINDUNILVR","EQ","10-Jan-2018","       1361.30","       1361.35","       1370.00","       1355.00","       1362.05","       1365.80","       1365.60","     939525","          1283014662.55","      21615","     597876","         63.64"
"HINDUNILVR","EQ","11-Jan-2018","       1365.80","       1357.00","       1382.90","       1357.00","       1377.95","       1378.65","       1372.85","     629248","           863861316.95","      50412","     347986","         55.30"
"HINDUNILVR","EQ","12-Jan-2018","       1378.65","       1380.80","       1384.40","       1357.00","       1371.65","       1374.00","       1370.90","     872539","          1196160843.05","      55432","     557190","         63.86"
"HINDUNILVR","EQ","15-Jan-2018","       1374.00","       1375.60","       1375.60","       1364.00","       1367.10","       1367.20","       1368.37","    1324592","          1812531485.50","      29577","    1050008","         79.27"
"HINDUNILVR","EQ","16-Jan-2018","       1367.20","       1369.30","       1389.50","       1363.75","       1385.55","       1382.00","       1378.87","     896453","          1236089037.10","      41528","     414063","         46.19"
"HINDUNILVR","EQ","17-Jan-2018","       1382.00","       1389.00","       1391.00","       1366.25","       1375.85","       1371.20","       1374.90","    1409691","          1938177295.55","      39219","     826817","         58.65"
"HINDUNILVR","EQ","18-Jan-2018","       1371.20","       1400.00","       1406.90","       1350.60","       1359.00","       1356.95","       1371.16","    2465412","          3380482998.80","      74335","    1005255","         40.77"
"HINDUNILVR","EQ","19-Jan-2018","       1356.95","       1370.40","       1372.85","       1350.05","       1363.40","       1362.45","       1358.95","    1491194","          2026451855.00","      50332","    1088995","         73.03"
"HINDUNILVR","EQ","22-Jan-2018","       1362.45","       1363.00","       1365.00","       1346.45","       1356.90","       1355.10","       1354.35","    1014403","          1373858237.95","      50524","     755117","         74.44"
"HINDUNILVR","EQ","23-Jan-2018","       1355.10","       1360.70","       1372.35","       1350.05","       1370.00","       1368.35","       1359.79","    1284895","          1747183875.30","      66923","     851779","         66.29"
"HINDUNILVR","EQ","24-Jan-2018","       1368.35","       1368.00","       1372.00","       1335.05","       1364.10","       1365.90","       1350.64","    1819330","          2457252980.70","      36855","    1179310","         64.82"
"HINDUNILVR","EQ","25-Jan-2018","       1365.90","       1368.90","       1378.00","       1359.55","       1370.25","       1372.75","       1371.15","    2125894","          2914917384.50","      40884","    1233347","         58.02"
"HINDUNILVR","EQ","29-Jan-2018","       1372.75","       1370.00","       1400.00","       1367.20","       1395.70","       1397.30","       1390.72","    1406390","          1955901617.05","      44505","    1071414","         76.18"
"HINDUNILVR","EQ","30-Jan-2018","       1397.30","       1397.30","       1410.00","       1390.10","       1400.05","       1400.25","       1398.81","    1310365","          1832946368.95","      52342","     968350","         73.90"
"HINDUNILVR","EQ","31-Jan-2018","       1400.25","       1400.00","       1400.00","       1362.60","       1365.30","       1369.35","       1374.26","    1491912","          2050281975.00","      41100","    1046008","         70.11"
"HINDUNILVR","EQ","01-Feb-2018","       1369.35","       1373.00","       1384.80","       1351.00","       1367.90","       1371.25","       1369.28","    1563429","          2140768262.05","      66180","     903751","         57.81"
"HINDUNILVR","EQ","02-Feb-2018","       1371.25","       1352.00","       1377.90","       1352.00","       1372.00","       1372.20","       1364.77","    1699619","          2319591945.10","      52968","    1243517","         73.16"
"HINDUNILVR","EQ","05-Feb-2018","       1372.20","       1352.10","       1361.45","       1341.25","       1358.00","       1355.75","       1348.72","    1585136","          2137904606.10","      56563","     984059","         62.08"
"HINDUNILVR","EQ","06-Feb-2018","       1355.75","       1300.00","       1348.50","       1299.00","       1327.85","       1325.35","       1319.99","    1540401","          2033321209.80","      64484","     948739","         61.59"
"HINDUNILVR","EQ","07-Feb-2018","       1325.35","       1322.00","       1330.00","       1307.05","       1316.00","       1312.65","       1314.91","    1561287","          2052949901.25","      48100","    1003489","         64.27"
"HINDUNILVR","EQ","08-Feb-2018","       1312.65","       1325.70","       1337.55","       1305.25","       1334.20","       1329.55","       1328.81","    1146084","          1522925212.30","      48868","     766755","         66.90"
"HINDUNILVR","EQ","09-Feb-2018","       1329.55","       1319.00","       1340.00","       1311.80","       1336.00","       1333.05","       1324.46","     810004","          1072816199.70","      37157","     554347","         68.44"
"HINDUNILVR","EQ","12-Feb-2018","       1333.05","       1340.00","       1349.90","       1333.15","       1337.00","       1344.45","       1342.09","    1166428","          1565450923.90","      29286","     900640","         77.21"
"HINDUNILVR","EQ","14-Feb-2018","       1344.45","       1349.80","       1353.20","       1332.00","       1347.10","       1349.40","       1346.90","     857401","          1154831367.30","      32060","     636456","         74.23"
"HINDUNILVR","EQ","15-Feb-2018","       1349.40","       1353.00","       1364.45","       1338.75","       1361.40","       1358.15","       1354.05","     844856","          1143974154.85","      30263","     597057","         70.67"
"HINDUNILVR","EQ","16-Feb-2018","       1358.15","       1364.00","       1364.00","       1348.00","       1352.70","       1352.10","       1352.10","    1091144","          1475334377.35","      27733","     815446","         74.73"
"HINDUNILVR","EQ","19-Feb-2018","       1352.10","       1359.00","       1359.00","       1328.80","       1335.15","       1335.90","       1337.13","     495950","           663151723.30","      21544","     258620","         52.15"
"HINDUNILVR","EQ","20-Feb-2018","       1335.90","       1332.15","       1343.35","       1327.85","       1332.90","       1331.80","       1332.92","     688130","           917224029.35","      31226","     519931","         75.56"
"HINDUNILVR","EQ","21-Feb-2018","       1331.80","       1339.00","       1339.00","       1323.00","       1333.00","       1330.60","       1328.93","    1406451","          1869076546.70","      52543","    1122315","         79.80"
"HINDUNILVR","EQ","22-Feb-2018","       1330.60","       1330.10","       1333.80","       1313.25","       1324.25","       1326.45","       1322.50","    2173259","          2874137297.85","      51927","    1559779","         71.77"
"HINDUNILVR","EQ","23-Feb-2018","       1326.45","       1326.50","       1331.60","       1320.20","       1321.55","       1323.15","       1324.27","     896708","          1187483117.50","      34564","     667092","         74.39"
"HINDUNILVR","EQ","26-Feb-2018","       1323.15","       1316.25","       1338.40","       1316.25","       1332.85","       1333.30","       1331.68","    1109668","          1477727321.00","      36605","     911786","         82.17"
"HINDUNILVR","EQ","27-Feb-2018","       1333.30","       1340.00","       1352.50","       1334.10","       1346.50","       1346.35","       1345.75","    1316559","          1771754745.70","      33287","    1038120","         78.85"
"HINDUNILVR","EQ","28-Feb-2018","       1346.35","       1338.40","       1338.50","       1311.00","       1314.45","       1317.75","       1323.12","    1862621","          2464467119.60","      48077","    1485549","         79.76"
"HINDUNILVR","EQ","01-Mar-2018","       1317.75","       1320.00","       1329.00","       1314.25","       1325.00","       1324.25","       1322.23","     961945","          1271908612.00","      31588","     664200","         69.05"
"HINDUNILVR","EQ","05-Mar-2018","       1324.25","       1320.00","       1320.95","       1293.75","       1300.85","       1299.75","       1299.37","     842790","          1095092521.10","      29191","     592144","         70.26"
"HINDUNILVR","EQ","06-Mar-2018","       1299.75","       1300.00","       1307.90","       1289.20","       1293.20","       1293.20","       1301.38","     738512","           961083433.95","      33643","     518962","         70.27"
"HINDUNILVR","EQ","07-Mar-2018","       1293.20","       1293.05","       1307.60","       1291.10","       1297.00","       1293.85","       1296.69","     917890","          1190220924.55","      28078","     698821","         76.13"
"HINDUNILVR","EQ","08-Mar-2018","       1293.85","       1300.00","       1305.55","       1284.20","       1293.45","       1293.15","       1291.87","     739272","           955044279.70","      15188","     438457","         59.31"
"HINDUNILVR","EQ","09-Mar-2018","       1293.15","       1295.00","       1303.00","       1286.10","       1302.85","       1300.75","       1297.29","     852176","          1105522636.00","      33186","     627404","         73.62"
"HINDUNILVR","EQ","12-Mar-2018","       1300.75","       1305.00","       1327.95","       1294.05","       1325.75","       1324.20","       1312.60","     874857","          1148334647.65","      22007","     632128","         72.26"
"HINDUNILVR","EQ","13-Mar-2018","       1324.20","       1324.90","       1331.45","       1313.70","       1317.40","       1320.55","       1323.48","    1067772","          1413170953.35","      33424","     788717","         73.87"
"HINDUNILVR","EQ","14-Mar-2018","       1320.55","       1317.40","       1325.00","       1311.15","       1318.00","       1316.90","       1319.27","     760665","          1003521067.25","      28883","     561214","         73.78"
"HINDUNILVR","EQ","15-Mar-2018","       1316.90","       1313.90","       1320.00","       1294.25","       1300.00","       1299.95","       1307.36","     536838","           701843139.30","      23324","     334120","         62.24"
"HINDUNILVR","EQ","16-Mar-2018","       1299.95","       1303.00","       1310.70","       1281.10","       1309.95","       1299.15","       1297.72","    3646692","          4732400867.40","      63713","    3019009","         82.79"
"HINDUNILVR","EQ","19-Mar-2018","       1299.15","       1308.00","       1318.20","       1303.25","       1312.00","       1309.40","       1310.78","    1244199","          1630867059.05","      51570","     827054","         66.47"
"HINDUNILVR","EQ","20-Mar-2018","       1309.40","       1306.00","       1320.50","       1306.00","       1314.55","       1313.25","       1313.66","    1249242","          1641079686.25","      56195","     954063","         76.37"
"HINDUNILVR","EQ","21-Mar-2018","       1313.25","       1313.25","       1323.10","       1305.00","       1317.00","       1315.60","       1316.31","    1698614","          2235910391.50","      44203","    1324624","         77.98"
"HINDUNILVR","EQ","22-Mar-2018","       1315.60","       1312.50","       1320.50","       1309.05","       1312.90","       1311.85","       1311.92","     950972","          1247598556.80","      52957","     717285","         75.43"
"HINDUNILVR","EQ","23-Mar-2018","       1311.85","       1290.00","       1314.00","       1283.80","       1297.00","       1301.65","       1298.37","    1301609","          1689972398.30","      64313","     842190","         64.70"
"HINDUNILVR","EQ","26-Mar-2018","       1301.65","       1303.00","       1329.90","       1298.00","       1324.50","       1324.30","       1317.72","    1032138","          1360067556.90","      53233","     706786","         68.48"
"HINDUNILVR","EQ","27-Mar-2018","       1324.30","       1339.00","       1340.00","       1321.15","       1331.00","       1332.80","       1333.16","    1040328","          1386921726.70","      39747","     762265","         73.27"
"HINDUNILVR","EQ","28-Mar-2018","       1332.80","       1326.05","       1339.40","       1322.20","       1335.40","       1333.35","       1333.31","    1337677","          1783539491.70","      53838","     904501","         67.62"
"HINDUNILVR","EQ","02-Apr-2018","       1333.35","       1315.00","       1360.55","       1315.00","       1357.00","       1351.30","       1337.86","     708747","           948200869.05","      42754","     447283","         63.11"
"HINDUNILVR","EQ","03-Apr-2018","       1351.30","       1347.10","       1355.50","       1338.65","       1348.00","       1348.40","       1344.06","     979726","          1316807744.40","      53886","     754899","         77.05"
"HINDUNILVR","EQ","04-Apr-2018","       1348.40","       1348.00","       1360.00","       1339.55","       1358.00","       1357.45","       1352.90","     912607","          1234666527.20","      61354","     709438","         77.74"
"HINDUNILVR","EQ","05-Apr-2018","       1357.45","       1380.00","       1383.80","       1362.70","       1382.95","       1382.20","       1375.38","     588716","           809709192.20","      21116","     355642","         60.41"
"HINDUNILVR","EQ","06-Apr-2018","       1382.20","       1381.95","       1381.95","       1362.45","       1375.00","       1374.80","       1371.58","     633937","           869493671.70","      24800","     355621","         56.10"
"HINDUNILVR","EQ","09-Apr-2018","       1374.80","       1367.95","       1396.40","       1367.50","       1395.50","       1391.60","       1387.27","     923543","          1281205841.10","      45419","     553137","         59.89"
"HINDUNILVR","EQ","10-Apr-2018","       1391.60","       1398.80","       1402.80","       1387.00","       1390.25","       1391.50","       1392.16","     969036","          1349050649.95","      34357","     764077","         78.85"
"HINDUNILVR","EQ","11-Apr-2018","       1391.50","       1393.00","       1420.50","       1385.55","       1406.00","       1409.15","       1406.67","    1015714","          1428771071.75","      32889","     624986","         61.53"
"HINDUNILVR","EQ","12-Apr-2018","       1409.15","       1408.00","       1416.00","       1397.10","       1412.00","       1412.75","       1406.20","     510556","           717942270.90","      25054","     294295","         57.64"
"HINDUNILVR","EQ","13-Apr-2018","       1412.75","       1412.00","       1413.85","       1399.20","       1411.90","       1410.55","       1406.09","     534981","           752229295.80","      24995","     238909","         44.66"
"HINDUNILVR","EQ","16-Apr-2018","       1410.55","       1408.90","       1423.20","       1404.85","       1419.05","       1419.50","       1414.59","     325041","           459799977.05","      16700","     144243","         44.38"
"HINDUNILVR","EQ","17-Apr-2018","       1419.50","       1420.50","       1450.50","       1419.80","       1450.50","       1445.55","       1438.77","    1176082","          1692114287.50","      56561","     826044","         70.24"
"HINDUNILVR","EQ","18-Apr-2018","       1445.55","       1450.50","       1456.15","       1440.00","       1450.00","       1450.50","       1449.94","     765225","          1109529064.20","      36806","     531300","         69.43"
"HINDUNILVR","EQ","19-Apr-2018","       1450.50","       1451.40","       1467.90","       1448.35","       1455.50","       1454.20","       1454.72","     682820","           993309785.40","      29280","     367654","         53.84"
"HINDUNILVR","EQ","20-Apr-2018","       1454.20","       1442.00","       1472.15","       1441.20","       1472.15","       1467.80","       1455.55","     674146","           981251051.35","      30418","     354346","         52.56"
"HINDUNILVR","EQ","23-Apr-2018","       1467.80","       1471.00","       1471.00","       1450.00","       1452.80","       1452.75","       1455.10","     395622","           575670581.20","      30417","     225848","         57.09"
"HINDUNILVR","EQ","24-Apr-2018","       1452.75","       1464.00","       1469.75","       1445.70","       1458.30","       1459.65","       1454.35","    1218174","          1771651519.90","      33812","     932837","         76.58"
"HINDUNILVR","EQ","25-Apr-2018","       1459.65","       1459.00","       1463.00","       1449.05","       1463.00","       1459.20","       1454.79","     504777","           734343157.95","      18593","     359834","         71.29"
"HINDUNILVR","EQ","26-Apr-2018","       1459.20","       1463.00","       1498.60","       1459.85","       1488.15","       1491.25","       1479.86","    1321586","          1955766206.55","      47695","     829359","         62.75"
